Date,windcode,sec_name,Open,High,Low,Close,Volume,Adj Close,trade_status,pct_chg,maxupordown,new_column
2016-05-20 00:00:00.005,000002.SZ,万科A,23.4484374992,23.4484374992,23.4484374992,23.4484374992,0.0,23.4484374992,0,0.0,0,1
2016-05-23 00:00:00.005,000002.SZ,万科A,23.4484374992,23.4484374992,23.4484374992,23.4484374992,0.0,23.4484374992,0,0.0,0,1
2016-05-24 00:00:00.005,000002.SZ,万科A,23.4484374992,23.4484374992,23.4484374992,23.4484374992,0.0,23.4484374992,0,0.0,0,1
2016-05-25 00:00:00.005,000002.SZ,万科A,23.4484374992,23.4484374992,23.4484374992,23.4484374992,0.0,23.4484374992,0,0.0,0,1
2016-05-26 00:00:00.005,000002.SZ,万科A,23.4484374992,23.4484374992,23.4484374992,23.4484374992,0.0,23.4484374992,0,0.0,0,1
2016-05-27 00:00:00.005,000002.SZ,万科A,23.4484374992,23.4484374992,23.4484374992,23.4484374992,0.0,23.4484374992,0,0.0,0,1
2016-05-30 00:00:00.005,000002.SZ,万科A,23.4484374992,23.4484374992,23.4484374992,23.4484374992,0.0,23.4484374992,0,0.0,0,1
2016-05-31 00:00:00.005,000002.SZ,万科A,23.4484374992,23.4484374992,23.4484374992,23.4484374992,0.0,23.4484374992,0,0.0,0,1
2016-06-01 00:00:00.005,000002.SZ,万科A,23.4484374992,23.4484374992,23.4484374992,23.4484374992,0.0,23.4484374992,0,0.0,0,1
2016-06-02 00:00:00.005,000002.SZ,万科A,23.4484374992,23.4484374992,23.4484374992,23.4484374992,0.0,23.4484374992,0,0.0,0,1
2016-06-03 00:00:00.005,000002.SZ,万科A,23.4484374992,23.4484374992,23.4484374992,23.4484374992,0.0,23.4484374992,0,0.0,0,1
2016-06-06 00:00:00.005,000002.SZ,万科A,23.4484374992,23.4484374992,23.4484374992,23.4484374992,0.0,23.4484374992,0,0.0,0,1
2016-06-07 00:00:00.005,000002.SZ,万科A,23.4484374992,23.4484374992,23.4484374992,23.4484374992,0.0,23.4484374992,0,0.0,0,1
2016-06-08 00:00:00.005,000002.SZ,万科A,23.4484374992,23.4484374992,23.4484374992,23.4484374992,0.0,23.4484374992,0,0.0,0,1
2016-06-13 00:00:00.005,000002.SZ,万科A,23.4484374992,23.4484374992,23.4484374992,23.4484374992,0.0,23.4484374992,0,0.0,0,1
2016-06-14 00:00:00.005,000002.SZ,万科A,23.4484374992,23.4484374992,23.4484374992,23.4484374992,0.0,23.4484374992,0,0.0,0,1
2016-06-15 00:00:00.005,000002.SZ,万科A,23.4484374992,23.4484374992,23.4484374992,23.4484374992,0.0,23.4484374992,0,0.0,0,1
2016-06-16 00:00:00.005,000002.SZ,万科A,23.4484374992,23.4484374992,23.4484374992,23.4484374992,0.0,23.4484374992,0,0.0,0,1
2016-06-17 00:00:00.005,000002.SZ,万科A,23.4484374992,23.4484374992,23.4484374992,23.4484374992,0.0,23.4484374992,0,0.0,0,1
2016-06-20 00:00:00.005,000002.SZ,万科A,23.4484374992,23.4484374992,23.4484374992,23.4484374992,0.0,23.4484374992,0,0.0,0,1
2016-06-21 00:00:00.005,000002.SZ,万科A,23.4484374992,23.4484374992,23.4484374992,23.4484374992,0.0,23.4484374992,0,0.0,0,1
2016-06-22 00:00:00.005,000002.SZ,万科A,23.4484374992,23.4484374992,23.4484374992,23.4484374992,0.0,23.4484374992,0,0.0,0,1
2016-06-23 00:00:00.005,000002.SZ,万科A,23.4484374992,23.4484374992,23.4484374992,23.4484374992,0.0,23.4484374992,0,0.0,0,1
2016-06-24 00:00:00.005,000002.SZ,万科A,23.4484374992,23.4484374992,23.4484374992,23.4484374992,0.0,23.4484374992,0,0.0,0,1
2016-06-27 00:00:00.005,000002.SZ,万科A,23.4484374992,23.4484374992,23.4484374992,23.4484374992,0.0,23.4484374992,0,0.0,0,1
2016-06-28 00:00:00.005,000002.SZ,万科A,23.4484374992,23.4484374992,23.4484374992,23.4484374992,0.0,23.4484374992,0,0.0,0,1
2016-06-29 00:00:00.005,000002.SZ,万科A,23.4484374992,23.4484374992,23.4484374992,23.4484374992,0.0,23.4484374992,0,0.0,0,1
2016-06-30 00:00:00.005,000002.SZ,万科A,23.4484374992,23.4484374992,23.4484374992,23.4484374992,0.0,23.4484374992,0,0.0,0,1
2016-07-01 00:00:00.005,000002.SZ,万科A,23.4484374992,23.4484374992,23.4484374992,23.4484374992,0.0,23.4484374992,0,0.0,0,1
2016-07-04 00:00:00.005,000002.SZ,万科A,21.1064732135,21.1064732135,21.1064732135,21.1064732135,4266300.0,21.1064732135,1,-9.98772001637,-1,1
2016-07-05 00:00:00.005,000002.SZ,万科A,18.9948660708,18.9948660708,18.9948660708,18.9948660708,199057600.0,18.9948660708,1,-10.0045475216,-1,1
2016-07-06 00:00:00.005,000002.SZ,万科A,18.3325892851,19.945089285,18.3325892851,19.004464285,1028372712.0,19.004464285,1,0.0505305709955,0,1
2016-07-07 00:00:00.005,000002.SZ,万科A,18.3325892851,18.4477678565,17.9582589279,18.0638392851,430022552.0,18.0638392851,1,-4.94949494949,0,1
2016-07-08 00:00:00.005,000002.SZ,万科A,17.8526785708,18.2174107136,17.4783482137,17.9966517851,312443698.0,17.9966517851,1,-0.371944739639,0,1
2016-07-11 00:00:00.005,000002.SZ,万科A,17.7566964279,17.9390624994,17.4975446422,17.5359374994,241215118.0,17.5359374994,1,-2.56,0,1
2016-07-12 00:00:00.005,000002.SZ,万科A,17.5359374994,17.689508928,16.8544642851,17.3919642851,306482137.0,17.3919642851,1,-0.821018062397,0,1
2016-07-13 00:00:00.005,000002.SZ,万科A,17.2767857137,17.7470982137,17.1328124994,17.5839285708,254326166.0,17.5839285708,1,1.10375275938,0,1
2016-07-14 00:00:00.005,000002.SZ,万科A,17.4111607137,17.4495535708,17.1999999994,17.2383928565,167556929.0,17.2383928565,1,-1.96506550218,0,1
2016-07-15 00:00:00.005,000002.SZ,万科A,17.1808035708,17.3247767851,17.1424107137,17.1712053565,108255098.0,17.1712053565,1,-0.389755011136,0,1
2016-07-18 00:00:00.005,000002.SZ,万科A,17.1232142851,17.1232142851,16.7200892851,16.7296874994,156000437.0,16.7296874994,1,-2.57126886529,0,1
2016-07-19 00:00:00.005,000002.SZ,万科A,16.6912946423,16.6912946423,16.3553571423,16.4225446423,162775209.0,16.4225446423,1,-1.83591508893,0,1
2016-07-20 00:00:00.005,000002.SZ,万科A,16.211383928,16.7200892851,16.0674107137,16.3937499994,230492242.0,16.3937499994,1,-0.175336060783,0,1
2016-07-21 00:00:00.005,000002.SZ,万科A,16.2305803566,16.4993303566,16.1825892851,16.3361607137,144470645.0,16.3361607137,1,-0.351288056206,0,1
2016-07-22 00:00:00.005,000002.SZ,万科A,16.480133928,16.883258928,16.4417410709,16.6912946423,233970928.0,16.6912946423,1,2.17391304348,0,1
2016-07-25 00:00:00.005,000002.SZ,万科A,16.5665178566,17.0752232137,16.2401785709,16.9888392851,235433919.0,16.9888392851,1,1.78263369753,0,1
2016-07-26 00:00:00.005,000002.SZ,万科A,16.8928571423,17.1136160708,16.816071428,17.0656249994,149319656.0,17.0656249994,1,0.45197740113,0,1
2016-07-27 00:00:00.005,000002.SZ,万科A,17.0656249994,17.1136160708,16.2305803566,16.7200892851,147648626.0,16.7200892851,1,-2.02474690664,0,1
2016-07-28 00:00:00.005,000002.SZ,万科A,16.6912946423,17.2095982137,16.5185267851,17.1999999994,150746267.0,17.1999999994,1,2.87026406429,0,1
2016-07-29 00:00:00.005,000002.SZ,万科A,17.05,17.35,16.81,17.14,198686135.0,17.14,1,-0.348837205812,0,1
