Date,Open,High,Low,Close,Volume,Adj Close,trade_status,maxupordown,new_column
2015-12-22 09:25:00.005001,,,,,,,1,0,1
2015-12-22 09:30:00.005004,,,,,,,1,0,1
2015-12-22 09:31:00.005000,,,,,,,1,0,1
2015-12-22 09:32:00.004996,,,,,,,1,0,1
2015-12-22 09:33:00.005003,,,,,,,1,0,1
2015-12-22 09:34:00.004999,,,,,,,1,0,1
2015-12-22 09:35:00.004996,,,,,,,1,0,1
2015-12-22 09:36:00.005002,,,,,,,1,0,1
2015-12-22 09:37:00.004999,,,,,,,1,0,1
2015-12-22 09:38:00.005005,,,,,,,1,0,1
2015-12-22 09:39:00.005002,,,,,,,1,0,1
2015-12-22 09:40:00.004998,,,,,,,1,0,1
2015-12-22 09:41:00.005004,,,,,,,1,0,1
2015-12-22 09:42:00.005001,,,,,,,1,0,1
2015-12-22 09:43:00.004997,,,,,,,1,0,1
2015-12-22 09:44:00.005004,,,,,,,1,0,1
2015-12-22 09:45:00.005000,,,,,,,1,0,1
2015-12-22 09:46:00.004997,,,,,,,1,0,1
2015-12-22 09:47:00.005003,,,,,,,1,0,1
2015-12-22 09:48:00.005000,,,,,,,1,0,1
2015-12-22 09:49:00.004996,,,,,,,1,0,1
2015-12-22 09:50:00.005002,,,,,,,1,0,1
2015-12-22 09:51:00.004999,,,,,,,1,0,1
2015-12-22 09:52:00.004995,,,,,,,1,0,1
2015-12-22 09:53:00.005002,,,,,,,1,0,1
2015-12-22 09:54:00.004998,,,,,,,1,0,1
2015-12-22 09:55:00.005005,,,,,,,1,0,1
2015-12-22 09:56:00.005001,,,,,,,1,0,1
2015-12-22 09:57:00.004998,,,,,,,1,0,1
2015-12-22 09:58:00.005004,,,,,,,1,0,1
2015-12-22 09:59:00.005000,,,,,,,1,0,1
2015-12-22 10:00:00.004997,,,,,,,1,0,1
2015-12-22 10:01:00.005003,,,,,,,1,0,1
2015-12-22 10:02:00.005000,,,,,,,1,0,1
2015-12-22 10:03:00.004996,,,,,,,1,0,1
2015-12-22 10:04:00.005003,,,,,,,1,0,1
2015-12-22 10:05:00.004999,,,,,,,1,0,1
2015-12-22 10:06:00.004996,,,,,,,1,0,1
2015-12-22 10:07:00.005002,,,,,,,1,0,1
2015-12-22 10:08:00.004998,,,,,,,1,0,1
2015-12-22 10:09:00.005005,,,,,,,1,0,1
2015-12-22 10:10:00.005001,,,,,,,1,0,1
2015-12-22 10:11:00.004998,,,,,,,1,0,1
2015-12-22 10:12:00.005004,,,,,,,1,0,1
2015-12-22 10:13:00.005001,,,,,,,1,0,1
2015-12-22 10:14:00.004997,,,,,,,1,0,1
2015-12-22 10:15:00.005004,,,,,,,1,0,1
2015-12-22 10:16:00.005000,,,,,,,1,0,1
2015-12-22 10:17:00.004996,,,,,,,1,0,1
2015-12-22 10:18:00.005003,,,,,,,1,0,1
2015-12-22 10:19:00.004999,,,,,,,1,0,1
2015-12-22 10:20:00.004996,,,,,,,1,0,1
2015-12-22 10:21:00.005002,,,,,,,1,0,1
2015-12-22 10:22:00.004999,,,,,,,1,0,1
2015-12-22 10:23:00.005005,,,,,,,1,0,1
2015-12-22 10:24:00.005002,,,,,,,1,0,1
2015-12-22 10:25:00.004998,,,,,,,1,0,1
2015-12-22 10:26:00.005004,,,,,,,1,0,1
2015-12-22 10:27:00.005001,,,,,,,1,0,1
2015-12-22 10:28:00.004997,,,,,,,1,0,1
2015-12-22 10:29:00.005004,,,,,,,1,0,1
2015-12-22 10:30:00.005000,,,,,,,1,0,1
2015-12-22 10:31:00.004997,,,,,,,1,0,1
2015-12-22 10:32:00.005003,,,,,,,1,0,1
2015-12-22 10:33:00.005000,,,,,,,1,0,1
2015-12-22 10:34:00.004996,,,,,,,1,0,1
2015-12-22 10:35:00.005002,,,,,,,1,0,1
2015-12-22 10:36:00.004999,,,,,,,1,0,1
2015-12-22 10:37:00.004995,,,,,,,1,0,1
2015-12-22 10:38:00.005002,,,,,,,1,0,1
2015-12-22 10:39:00.004998,,,,,,,1,0,1
2015-12-22 10:40:00.005005,,,,,,,1,0,1
2015-12-22 10:41:00.005001,,,,,,,1,0,1
2015-12-22 10:42:00.004998,,,,,,,1,0,1
2015-12-22 10:43:00.005004,,,,,,,1,0,1
2015-12-22 10:44:00.005000,,,,,,,1,0,1
2015-12-22 10:45:00.004997,,,,,,,1,0,1
2015-12-22 10:46:00.005003,,,,,,,1,0,1
2015-12-22 10:47:00.005000,,,,,,,1,0,1
2015-12-22 10:48:00.004996,,,,,,,1,0,1
2015-12-22 10:49:00.005003,,,,,,,1,0,1
2015-12-22 10:50:00.004999,,,,,,,1,0,1
2015-12-22 10:51:00.004996,,,,,,,1,0,1
2015-12-22 10:52:00.005002,,,,,,,1,0,1
2015-12-22 10:53:00.004998,,,,,,,1,0,1
2015-12-22 10:54:00.005005,,,,,,,1,0,1
2015-12-22 10:55:00.005001,,,,,,,1,0,1
2015-12-22 10:56:00.004998,,,,,,,1,0,1
2015-12-22 10:57:00.005004,,,,,,,1,0,1
2015-12-22 10:58:00.005001,,,,,,,1,0,1
2015-12-22 10:59:00.004997,,,,,,,1,0,1
2015-12-22 11:00:00.005004,,,,,,,1,0,1
2015-12-22 11:01:00.005000,,,,,,,1,0,1
2015-12-22 11:02:00.004996,,,,,,,1,0,1
2015-12-22 11:03:00.005003,,,,,,,1,0,1
2015-12-22 11:04:00.004999,,,,,,,1,0,1
2015-12-22 11:05:00.004996,,,,,,,1,0,1
2015-12-22 11:06:00.005002,,,,,,,1,0,1
2015-12-22 11:07:00.004999,,,,,,,1,0,1
2015-12-22 11:08:00.005005,,,,,,,1,0,1
2015-12-22 11:09:00.005002,,,,,,,1,0,1
2015-12-22 11:10:00.004998,,,,,,,1,0,1
2015-12-22 11:11:00.005004,,,,,,,1,0,1
2015-12-22 11:12:00.005001,,,,,,,1,0,1
2015-12-22 11:13:00.004997,,,,,,,1,0,1
2015-12-22 11:14:00.005004,,,,,,,1,0,1
2015-12-22 11:15:00.005000,,,,,,,1,0,1
2015-12-22 11:16:00.004997,,,,,,,1,0,1
2015-12-22 11:17:00.005003,,,,,,,1,0,1
2015-12-22 11:18:00.005000,,,,,,,1,0,1
2015-12-22 11:19:00.004996,,,,,,,1,0,1
2015-12-22 11:20:00.005002,,,,,,,1,0,1
2015-12-22 11:21:00.004999,,,,,,,1,0,1
2015-12-22 11:22:00.004995,,,,,,,1,0,1
2015-12-22 11:23:00.005002,,,,,,,1,0,1
2015-12-22 11:24:00.004998,,,,,,,1,0,1
2015-12-22 11:25:00.005005,,,,,,,1,0,1
2015-12-22 11:26:00.005001,,,,,,,1,0,1
2015-12-22 11:27:00.004998,,,,,,,1,0,1
2015-12-22 11:28:00.005004,,,,,,,1,0,1
2015-12-22 11:29:00.005000,,,,,,,1,0,1
2015-12-22 13:00:00.004997,,,,,,,1,0,1
2015-12-22 13:01:00.005003,,,,,,,1,0,1
2015-12-22 13:02:00.005000,,,,,,,1,0,1
2015-12-22 13:03:00.004996,,,,,,,1,0,1
2015-12-22 13:04:00.005003,,,,,,,1,0,1
2015-12-22 13:05:00.004999,,,,,,,1,0,1
2015-12-22 13:06:00.004996,,,,,,,1,0,1
2015-12-22 13:07:00.005002,,,,,,,1,0,1
2015-12-22 13:08:00.004998,,,,,,,1,0,1
2015-12-22 13:09:00.005005,,,,,,,1,0,1
2015-12-22 13:10:00.005001,,,,,,,1,0,1
2015-12-22 13:11:00.004998,,,,,,,1,0,1
2015-12-22 13:12:00.005004,,,,,,,1,0,1
2015-12-22 13:13:00.005001,,,,,,,1,0,1
2015-12-22 13:14:00.004997,,,,,,,1,0,1
2015-12-22 13:15:00.005004,,,,,,,1,0,1
2015-12-22 13:16:00.005000,,,,,,,1,0,1
2015-12-22 13:17:00.004996,,,,,,,1,0,1
2015-12-22 13:18:00.005003,,,,,,,1,0,1
2015-12-22 13:19:00.004999,,,,,,,1,0,1
2015-12-22 13:20:00.004996,,,,,,,1,0,1
2015-12-22 13:21:00.005002,,,,,,,1,0,1
2015-12-22 13:22:00.004999,,,,,,,1,0,1
2015-12-22 13:23:00.005005,,,,,,,1,0,1
2015-12-22 13:24:00.005002,,,,,,,1,0,1
2015-12-22 13:25:00.004998,,,,,,,1,0,1
2015-12-22 13:26:00.005004,,,,,,,1,0,1
2015-12-22 13:27:00.005001,,,,,,,1,0,1
2015-12-22 13:28:00.004997,,,,,,,1,0,1
2015-12-22 13:29:00.005004,,,,,,,1,0,1
2015-12-22 13:30:00.005000,,,,,,,1,0,1
2015-12-22 13:31:00.004997,,,,,,,1,0,1
2015-12-22 13:32:00.005003,,,,,,,1,0,1
2015-12-22 13:33:00.005000,,,,,,,1,0,1
2015-12-22 13:34:00.004996,,,,,,,1,0,1
2015-12-22 13:35:00.005002,,,,,,,1,0,1
2015-12-22 13:36:00.004999,,,,,,,1,0,1
2015-12-22 13:37:00.004995,,,,,,,1,0,1
2015-12-22 13:38:00.005002,,,,,,,1,0,1
2015-12-22 13:39:00.004998,,,,,,,1,0,1
2015-12-22 13:40:00.005005,,,,,,,1,0,1
2015-12-22 13:41:00.005001,,,,,,,1,0,1
2015-12-22 13:42:00.004998,,,,,,,1,0,1
2015-12-22 13:43:00.005004,,,,,,,1,0,1
2015-12-22 13:44:00.005000,,,,,,,1,0,1
2015-12-22 13:45:00.004997,,,,,,,1,0,1
2015-12-22 13:46:00.005003,,,,,,,1,0,1
2015-12-22 13:47:00.005000,,,,,,,1,0,1
2015-12-22 13:48:00.004996,,,,,,,1,0,1
2015-12-22 13:49:00.005003,,,,,,,1,0,1
2015-12-22 13:50:00.004999,,,,,,,1,0,1
2015-12-22 13:51:00.004996,,,,,,,1,0,1
2015-12-22 13:52:00.005002,,,,,,,1,0,1
2015-12-22 13:53:00.004998,,,,,,,1,0,1
2015-12-22 13:54:00.005005,,,,,,,1,0,1
2015-12-22 13:55:00.005001,,,,,,,1,0,1
2015-12-22 13:56:00.004998,,,,,,,1,0,1
2015-12-22 13:57:00.005004,,,,,,,1,0,1
2015-12-22 13:58:00.005001,,,,,,,1,0,1
2015-12-22 13:59:00.004997,,,,,,,1,0,1
2015-12-22 14:00:00.005004,,,,,,,1,0,1
2015-12-22 14:01:00.005000,,,,,,,1,0,1
2015-12-22 14:02:00.004996,,,,,,,1,0,1
2015-12-22 14:03:00.005003,,,,,,,1,0,1
2015-12-22 14:04:00.004999,,,,,,,1,0,1
2015-12-22 14:05:00.004996,,,,,,,1,0,1
